,age,job,marital,education,default,housing,loan,contact,month,day_of_week,y,cluster
235,44,2,0,4,0,2,0,1,0,0,0,1
236,56,3,0,0,0,0,0,1,0,0,0,1
237,48,2,0,1,0,0,0,1,0,0,0,1
238,33,1,0,1,1,0,2,1,0,0,0,0
239,43,6,0,6,1,0,2,1,0,0,0,0
240,57,5,0,1,0,0,0,1,0,0,0,1
241,36,4,1,4,0,0,0,1,0,0,0,1
242,34,6,0,6,0,2,0,1,0,0,0,1
243,34,1,1,3,0,0,0,1,0,0,0,1
244,30,4,0,6,1,0,0,1,0,0,0,0
245,33,1,2,5,0,0,0,1,0,0,0,1
246,32,4,1,4,0,0,0,1,0,0,0,1
247,36,4,1,1,0,2,0,1,0,0,0,1
248,36,3,1,1,0,0,2,1,0,0,0,1
249,33,1,1,1,0,0,0,1,0,0,0,1
250,40,4,2,4,0,0,0,1,0,0,0,1
251,41,3,0,0,0,2,0,1,0,0,0,1
252,51,1,0,2,0,2,0,1,0,0,0,1
253,36,4,0,4,0,2,0,1,0,0,0,1
254,28,1,0,5,0,0,0,1,0,0,0,1
255,53,1,0,1,0,2,2,1,0,0,0,1
256,58,3,0,3,1,2,0,1,0,0,0,0
257,45,6,0,3,0,0,2,1,0,0,0,1
258,43,4,0,5,0,2,0,1,0,0,0,1
259,33,2,0,1,0,0,2,1,0,0,0,1
260,33,2,0,1,0,0,2,1,0,0,0,1
261,27,3,1,2,0,1,1,1,0,0,0,1
262,42,4,0,1,0,0,0,1,0,0,0,1
263,43,2,2,3,0,0,0,1,0,0,0,1
264,42,2,0,6,0,0,0,1,0,0,0,1
265,27,3,1,2,0,0,0,1,0,0,0,1
266,34,8,1,6,0,2,0,1,0,0,0,1
267,31,11,1,6,1,0,0,1,0,0,0,0
268,54,6,2,6,0,0,0,1,0,0,0,1
269,40,8,0,0,1,0,0,1,0,0,0,0
270,52,7,0,1,1,2,0,1,0,0,0,0
271,47,6,2,6,0,0,0,1,0,0,0,1
272,49,0,0,3,1,0,0,1,0,0,0,0
273,32,2,1,1,0,0,0,1,0,0,0,1
274,49,0,1,1,1,2,2,1,0,0,0,0
275,50,3,0,3,1,0,0,1,0,0,0,0
276,34,1,0,1,0,0,0,1,0,0,0,1
277,55,3,0,0,1,0,0,1,0,0,0,0
278,47,4,1,3,0,0,0,1,0,0,0,1
279,51,5,0,4,0,0,0,1,0,0,0,1
280,47,3,0,2,0,0,0,1,0,0,0,1
281,56,4,0,0,0,2,0,1,0,0,0,1
282,53,2,0,3,0,0,0,1,0,0,0,1
283,36,3,0,3,0,2,0,1,0,0,0,1
284,42,3,2,3,0,2,0,1,0,0,0,1
285,44,3,2,2,0,0,0,1,0,0,0,1
286,39,0,0,3,0,2,0,1,0,0,1,1
287,37,2,1,1,0,2,2,1,0,0,0,1
288,60,3,0,5,1,2,0,1,0,0,0,0
289,36,1,0,1,0,0,0,1,0,0,0,1
290,42,6,2,6,0,2,0,1,0,0,0,1
291,31,2,0,1,0,2,2,1,0,0,0,1
292,53,4,2,4,1,0,2,1,0,0,0,0
293,45,3,0,0,0,2,0,1,0,0,0,1
294,37,4,1,4,0,2,0,1,0,0,0,1
295,47,8,0,4,0,0,0,1,0,0,0,1
296,49,3,2,1,0,0,2,1,0,0,0,1
297,36,2,0,6,0,2,0,1,0,0,0,1
298,35,1,2,1,0,0,0,1,0,0,0,1
299,38,9,0,5,1,0,0,1,0,0,0,0
300,38,1,1,1,1,0,0,1,0,0,0,0
301,50,3,2,1,1,0,2,1,0,0,0,0
302,59,5,0,4,1,0,0,1,0,0,0,0
303,43,9,0,5,0,2,0,1,0,0,0,1
304,42,2,0,1,0,2,0,1,0,0,0,1
305,40,2,0,2,1,2,0,1,0,0,0,0
306,46,3,0,5,1,0,0,1,0,0,0,0
307,57,0,2,0,0,2,2,1,0,0,0,1
308,42,2,0,6,0,2,0,1,0,0,0,1
309,41,3,0,0,0,2,0,1,0,0,0,1
310,54,6,2,6,0,2,0,1,0,0,0,1
311,27,2,1,6,0,0,0,1,0,0,0,1
312,36,2,0,1,0,0,0,1,0,0,0,1
313,58,3,0,4,1,2,0,1,0,0,0,0
314,40,6,0,6,1,2,0,1,0,0,0,0
315,34,2,1,3,1,0,0,1,0,0,0,0
316,33,2,2,1,0,0,0,1,0,0,0,1
317,56,5,0,2,0,0,0,1,0,0,0,1
318,42,3,0,3,0,0,0,1,0,0,0,1
319,43,1,0,1,0,2,0,1,0,0,0,1
320,54,6,1,3,0,2,0,1,0,0,0,1
321,53,2,1,2,0,2,2,1,0,0,0,1
322,42,4,1,5,0,0,0,1,0,0,0,1
323,40,1,0,2,1,0,0,1,0,0,0,0
324,54,4,0,4,0,2,2,1,0,0,0,1
325,40,0,1,4,0,0,0,1,0,0,0,1
326,26,2,1,6,0,2,0,1,0,0,0,1
327,33,2,0,1,0,0,0,1,0,0,0,1
328,35,3,0,3,1,0,0,1,0,0,0,0
329,36,2,0,1,0,0,0,1,0,0,0,1
330,29,1,1,1,0,2,0,1,0,0,0,1
331,36,3,0,3,0,2,0,1,0,0,0,1
332,35,6,0,1,0,2,0,1,0,0,0,1
333,50,8,1,6,0,0,2,1,0,0,0,1
334,46,1,0,1,1,2,0,1,0,0,0,0
335,49,10,0,1,0,2,0,1,0,0,0,1
336,42,4,1,4,1,2,0,1,0,0,0,0
337,36,3,1,1,0,2,2,1,0,0,0,1
338,55,3,0,3,1,2,0,1,0,0,0,0
339,41,6,0,6,1,0,0,1,0,0,0,0
340,57,6,0,4,1,2,0,1,0,0,0,0
341,32,1,1,1,0,2,0,1,0,0,0,1
342,49,2,0,3,0,0,0,1,0,0,0,1
343,57,9,0,5,1,2,0,1,0,0,0,0
344,58,3,2,0,0,2,0,1,0,0,0,1
345,52,4,0,1,0,2,0,1,0,0,0,1
346,50,1,2,4,0,0,0,1,0,0,0,1
347,41,3,1,3,1,2,0,1,0,0,0,0
348,33,10,0,6,0,2,0,1,0,0,0,1
349,57,3,0,0,0,0,0,1,0,0,0,1
350,48,3,0,2,1,0,0,1,0,0,0,0
351,55,4,0,4,0,0,0,1,0,0,0,1
352,38,6,0,6,0,0,0,1,0,0,0,1
353,38,1,0,1,0,2,0,1,0,0,0,1
354,53,2,0,6,0,2,0,1,0,0,0,1
355,43,7,1,6,0,0,0,1,0,0,0,1
356,36,3,1,1,0,0,0,1,0,0,0,1
357,32,3,0,3,0,0,0,1,0,0,0,1
358,33,1,0,0,0,0,0,1,0,0,0,1
359,58,10,0,0,0,2,0,1,0,0,0,1
360,40,7,2,1,1,0,0,1,0,1,0,0
361,57,6,0,6,0,2,0,1,0,1,0,1
362,45,4,0,1,0,2,0,1,0,1,0,1
363,42,3,0,0,1,2,0,1,0,1,0,0
364,46,2,0,6,0,2,0,1,0,1,0,1
365,36,4,0,6,0,0,0,1,0,1,0,1
366,41,8,0,1,0,2,0,1,0,1,0,1
367,57,2,2,3,0,0,0,1,0,1,0,1
368,49,3,0,3,1,2,0,1,0,1,0,0
369,56,6,2,1,0,0,0,1,0,1,0,1
370,37,3,0,3,0,0,0,1,0,1,0,1
371,37,3,0,3,0,0,2,1,0,1,0,1
372,46,2,1,1,0,2,0,1,0,1,0,1
373,22,3,1,3,0,2,0,1,0,1,0,1
374,43,1,0,1,0,0,0,1,0,1,0,1
375,49,3,0,5,0,0,0,1,0,1,0,1
376,41,4,0,2,0,2,0,1,0,1,0,1
377,38,2,1,6,0,0,0,1,0,1,0,1
378,33,2,0,3,0,0,0,1,0,1,0,1
379,49,2,0,6,0,2,2,1,0,1,0,1
380,30,3,1,5,0,0,0,1,0,1,0,1
381,33,2,0,3,0,2,0,1,0,1,0,1
382,34,6,1,6,0,0,0,1,0,1,0,1
383,30,11,1,5,1,0,0,1,0,1,0,0
384,59,6,0,0,1,2,2,1,0,1,0,0
385,59,6,0,0,1,1,1,1,0,1,0,0
386,41,8,0,6,0,0,0,1,0,1,0,1
387,48,0,0,2,1,2,2,1,0,1,0,0
388,28,9,1,5,1,2,2,1,0,1,1,0
389,44,1,0,1,0,2,0,1,0,1,1,1
390,59,5,3,6,1,0,0,1,0,1,0,0
391,50,6,0,1,1,0,0,1,0,1,0,0
392,35,2,0,6,0,0,0,1,0,1,0,1
393,42,2,0,1,0,0,0,1,0,1,0,1
394,45,2,0,3,0,0,0,1,0,1,0,1
395,36,4,0,4,0,0,0,1,0,1,0,1
396,56,1,0,1,1,0,0,1,0,1,0,0
397,29,3,2,0,0,0,0,1,0,1,0,1
398,41,8,0,6,0,2,2,1,0,1,0,1
399,42,3,0,3,1,0,0,1,0,1,0,0
400,52,1,1,1,0,0,0,1,0,1,0,1
401,48,1,0,1,1,1,1,1,0,1,0,0
402,31,3,0,1,1,2,0,1,0,1,0,0
403,43,7,0,6,1,2,0,1,0,1,0,0
404,36,3,0,0,1,0,0,1,0,1,0,0
405,42,10,0,6,0,2,0,1,0,1,0,1
406,52,1,2,2,0,0,0,1,0,1,0,1
407,39,2,0,1,0,2,0,1,0,1,0,1
408,36,1,0,1,0,0,2,1,0,1,0,1
409,42,3,0,3,1,2,0,1,0,1,0,0
410,41,2,0,1,0,0,0,1,0,1,0,1
411,55,4,0,0,0,0,2,1,0,1,0,1
412,30,3,0,3,0,0,0,1,0,1,0,1
413,57,5,3,0,0,0,0,1,0,1,0,1
414,45,10,0,0,1,2,0,1,0,1,0,0
415,51,3,0,0,1,2,2,1,0,1,0,0
416,39,8,1,3,1,2,2,1,0,1,0,0
417,47,2,0,1,1,0,0,1,0,1,0,0
418,27,1,0,1,0,2,0,1,0,1,0,1
419,34,4,1,6,0,2,0,1,0,1,0,1
420,57,3,0,0,1,2,0,1,0,1,0,0
421,43,10,0,0,0,0,0,1,0,1,0,1
422,49,3,0,0,1,0,0,1,0,1,0,0
423,39,6,0,6,1,0,0,1,0,1,0,0
424,38,3,0,0,1,2,0,1,0,1,0,0
425,49,3,0,3,0,0,0,1,0,1,0,1
426,58,6,0,2,0,0,0,1,0,1,0,1
427,43,4,0,4,0,2,0,1,0,1,0,1
428,50,9,0,5,1,2,0,1,0,1,0,0
429,31,1,0,1,1,0,0,1,0,1,0,0
430,43,8,2,6,0,0,0,1,0,1,0,1
431,43,8,0,3,1,0,0,1,0,1,0,0
432,30,8,1,6,0,2,0,1,0,1,0,1
433,27,1,1,4,0,2,2,1,0,1,0,1
434,51,1,0,5,1,0,0,1,0,1,0,0
435,37,4,0,4,0,2,0,1,0,1,0,1
436,46,0,0,3,0,2,0,1,0,1,0,1
437,35,3,0,4,0,0,0,1,0,1,0,1
438,47,2,2,6,0,0,0,1,0,1,0,1
439,46,6,0,5,0,2,0,1,0,1,0,1
440,40,4,0,4,1,0,2,1,0,1,0,0
441,26,0,0,6,0,0,0,1,0,1,0,1
442,32,3,2,3,1,0,0,1,0,1,0,0
443,45,6,0,6,0,2,0,1,0,1,0,1
444,34,2,0,3,0,0,0,1,0,1,0,1
445,47,3,0,5,1,0,0,1,0,1,0,0
446,42,4,0,4,0,0,0,1,0,1,1,1
447,57,4,0,0,1,0,2,1,0,1,0,0
448,57,4,0,0,1,0,0,1,0,1,0,0
449,38,3,0,0,0,0,2,1,0,1,0,1
450,57,4,0,0,1,0,0,1,0,1,0,0
451,28,11,1,3,1,2,0,1,0,1,0,0
452,60,6,0,6,0,0,0,1,0,1,0,1
453,48,2,0,6,0,2,0,1,0,1,0,1
454,47,4,0,4,0,2,0,1,0,1,0,1
455,40,2,0,1,0,0,0,1,0,1,0,1
456,51,6,0,4,1,2,0,1,0,1,0,0
457,48,7,1,0,0,2,0,1,0,1,0,1
458,54,0,0,0,0,0,0,1,0,1,0,1
459,40,3,0,2,0,0,2,1,0,1,0,1
460,44,2,1,3,1,0,0,1,0,1,0,0
461,42,4,2,1,0,0,0,1,0,1,0,1
462,52,8,0,6,0,2,0,1,0,1,0,1
463,31,3,1,3,0,2,0,1,0,1,0,1
464,32,1,0,1,0,0,0,1,0,1,0,1
465,44,2,0,1,0,2,2,1,0,1,0,1
466,39,6,0,2,1,0,0,1,0,1,0,0
467,57,6,0,4,1,2,0,1,0,1,0,0
468,52,2,0,0,0,2,0,1,0,1,0,1
469,42,6,0,6,0,0,0,1,0,1,1,1
470,42,4,1,4,1,1,1,1,0,1,0,0
471,43,6,0,4,0,2,0,1,0,1,0,1
472,31,2,2,1,0,0,0,1,0,1,0,1
473,29,2,0,6,1,2,0,1,0,1,0,0
474,57,3,2,0,0,0,0,1,0,1,0,1
475,44,3,0,3,1,0,0,1,0,1,0,0
476,59,9,0,5,1,0,0,1,0,1,0,0
477,39,3,0,0,1,0,0,1,0,1,0,0
478,57,5,0,6,0,0,0,1,0,1,0,1
479,41,6,0,5,1,0,0,1,0,1,0,0
480,37,4,1,1,1,0,2,1,0,1,0,0
481,38,1,0,1,0,2,0,1,0,1,0,1
482,42,5,0,0,0,0,0,1,0,1,0,1
483,49,9,0,5,1,2,0,1,0,1,0,0
484,54,6,0,2,1,2,2,1,0,1,0,0
485,36,2,0,6,0,1,1,1,0,1,0,1
486,32,2,1,6,1,0,0,1,0,1,0,0
487,35,4,0,4,0,2,0,1,0,1,0,1
488,45,0,0,4,1,0,0,1,0,1,0,0
489,56,4,0,5,0,2,0,1,0,1,0,1
490,34,4,0,6,0,2,0,1,0,1,0,1
491,41,7,0,3,1,0,0,1,0,1,0,0
492,41,1,0,3,0,0,0,1,0,1,0,1
493,36,3,0,3,1,0,0,1,0,1,0,0
494,32,2,1,6,1,1,1,1,0,1,0,0
495,31,1,0,1,1,1,1,1,0,1,0,0
496,38,4,0,4,0,2,0,1,0,1,0,1
497,35,2,2,6,1,2,0,1,0,1,0,0
498,53,2,0,4,0,2,0,1,0,1,0,1
499,51,2,0,2,1,2,0,1,0,1,0,0
500,56,10,0,6,1,0,0,1,0,1,0,0
501,33,2,0,3,0,1,1,1,0,1,0,1
502,33,2,0,3,0,0,0,1,0,1,0,1
503,51,1,2,1,1,2,0,1,0,1,0,0
504,39,1,0,1,1,2,0,1,0,1,1,0
505,45,10,0,6,0,0,0,1,0,1,0,1
506,40,4,1,6,0,0,0,1,0,1,0,1
507,60,9,1,5,1,2,0,1,0,1,0,0
508,33,4,0,6,0,2,0,1,0,1,0,1
509,47,3,0,1,1,2,0,1,0,1,0,0
510,48,3,0,0,0,0,0,1,0,1,0,1
511,43,10,0,1,0,0,0,1,0,1,0,1
512,37,6,0,6,0,2,0,1,0,1,0,1
513,50,1,0,3,0,2,2,1,0,1,0,1
514,59,10,0,1,0,2,0,1,0,1,0,1
515,32,4,0,5,1,2,0,1,0,1,0,0
516,42,0,1,0,1,2,0,1,0,1,0,0
517,52,3,0,0,0,0,0,1,0,1,0,1
518,42,3,0,5,1,0,0,1,0,1,0,0
519,42,2,0,5,0,0,0,1,0,1,0,1
520,40,6,0,3,1,1,1,1,0,1,0,0
521,38,3,0,3,0,0,0,1,0,1,0,1
522,39,3,0,2,0,2,0,1,0,1,0,1
523,39,3,0,2,0,0,0,1,0,1,0,1
524,38,2,0,1,0,0,0,1,0,1,0,1
525,47,2,1,5,1,2,0,1,0,1,0,0
526,30,1,1,1,0,0,0,1,0,1,0,1
527,38,2,2,1,0,2,2,1,0,1,0,1
528,39,4,2,6,0,0,0,1,0,1,0,1
529,44,2,0,1,0,0,0,1,0,1,0,1
530,36,2,0,1,0,0,0,1,0,1,0,1
531,41,1,0,1,1,2,2,1,0,1,0,0
532,41,3,0,2,0,0,0,1,0,1,0,1
533,35,3,0,3,0,0,0,1,0,1,0,1
534,41,4,0,1,0,0,0,1,0,1,0,1
